"","clone","replicate","lineage.id","tracking.id","n_frames","start_frame","total_path_length","final_displacement","volume","radius","sphericity","length.to.width.ratio","dry.mass","mean.speed"
"134","cloneA","1","325","325",2,50,2.84548473358154,2.84548473358154,1309.67443847657,14.5985550880432,0.502592243254185,1.45918944211546,327.418304443359,0.00041238911217078
"135","cloneA","1","327","327",3,50,27.5800075531006,27.4344959259033,1040.71840413412,14.9170700709025,0.342102100451787,2.31961880756209,260.179372151693,0.00999275618232787
"136","cloneA","1","328","328",45,50,584.526794433594,12.7666568756104,1545.18235270182,18.9127861446804,0.282828769418928,3.46313248918354,386.295225694444,0.00765800693294626
"137","cloneA","1","329","329",2,61,53.7987518310547,28.7002487182617,3608.45056152344,26.8224611282349,0.245669528841972,1.7957469314507,902.11181640625,0.00411654255003668
"138","cloneA","1","331","331",5,51,69.5357437133789,68.468635559082,799.126477050781,13.1981439590454,0.375855445861816,1.87284725584898,199.781433105469,0.0125970544759184
"139","cloneA","1","340","340",4,52,2.87396383285522,2.05409288406372,541.265197753906,11.4292595386505,0.358437851071358,2.17823494908984,135.316171646118,0.000398207218192203
"140","cloneA","1","341","341",5,52,6.24836492538452,1.77546918392181,1851.13317871094,19.0462856292725,0.309204268455505,1.17872506534489,462.782861328125,0.00095653178868815
"141","cloneA","1","343","343",1,55,23.7173652648926,7.19561719894409,2415.58081054688,20.9767093658447,0.306218594312668,1.62951589618619,603.894653320313,0.00503983069211245
"142","cloneA","1","348","348",12,53,164.366485595703,158.46418762207,2377.80031331381,24.0365827878316,0.233023778845867,3.11371296547957,594.449534098307,0.0088119013234973
"143","cloneA","1","349","349",30,53,124.378242492676,67.6864242553711,1898.20243326823,21.0199578603109,0.261275551219781,4.40776575522785,474.550166829427,0.00299483934489625
"144","cloneA","1","352","352",3,53,13.1978406906128,13.1794929504395,1160.45182291667,15.2986288070679,0.35447675983111,1.69464048951188,290.112681070964,0.00478182651568205
"145","cloneA","1","353","353",3,53,11.2955732345581,9.30115795135498,968.749389648437,12.6942701339722,0.453841418027878,1.39842839270679,242.187123616536,0.00409259891603142
"146","cloneA","1","355","355",14,53,158.502960205078,24.259407043457,1304.41068812779,17.7138532229832,0.284037520842893,2.26195286472034,326.10236467634,0.00799613291075311
"147","cloneA","1","357","357",2,54,5.0725531578064,5.0725531578064,1368.98028564453,15.6517882347107,0.346455797553062,1.78728166182022,342.244750976562,0.00367576302960515
"148","cloneA","1","359","359",2,54,4.14506053924561,4.14506053924561,525.232482910156,12.9998898506165,0.257595725357533,1.31714290599282,131.308002471923,0.00150183355435729
"149","cloneA","1","360","360",3,54,36.2239036560059,36.0525817871094,1515.86027018229,18.0218391418457,0.303330232699712,2.5055774918894,378.964711507162,0.01312460238114
"150","cloneA","1","361","361",4,54,29.6165637969971,29.1476593017578,1214.11727905274,17.3213520050049,0.292153485119343,1.32597148628849,303.529029846192,0.00715375955527029
"151","cloneA","1","362","362",2,55,12.2257633209229,12.2257633209229,1398.6552734375,18.2787837982178,0.278932347893715,1.73882858500489,349.663482666016,0.00885924883186817
"152","cloneA","1","363","363",2,55,21.7870769500732,21.7870769500732,932.387390136719,15.6743755340576,0.29243616759777,1.99537537804385,233.096626281738,0.0157877374440432
"153","cloneA","1","364","364",2,55,7.80332136154175,7.80332136154175,1004.37622070312,15.6684899330139,0.230599470436573,1.65069573260705,251.093788146972,0.00282729021273553
"154","cloneA","1","365","365",2,55,3.65176963806152,3.65176963806152,2290.10913085938,18.0185470581055,0.232647478580475,1.34376886869714,572.526733398438,0.00264620990492404
"155","cloneA","1","370","370",2,56,27.0998859405518,27.0998859405518,812.509826660156,14.5626254081726,0.306993529200554,3.95185587063965,203.127265930176,0.0196375977247953
"156","cloneA","1","372","372",4,56,66.4788513183594,66.4155807495117,900.094940185547,14.273690700531,0.335646383464336,3.50681667640369,225.023529052734,0.0160576930890481
"157","cloneA","1","373","373",3,56,25.0988712310791,24.8041687011719,1105.53479003906,16.6268641153971,0.292232473691304,1.93435801375772,276.383433024089,0.00909379404038191
"158","cloneA","1","374","374",7,56,37.408275604248,34.8043937683105,1866.41798618862,21.2230562482561,0.254781959312303,1.51737409437448,466.60404750279,0.00451764937800665
"159","cloneA","1","375","375",8,56,84.7725067138672,79.6437606811523,890.254241943359,13.9040322303772,0.381808184087276,2.81448970276358,222.563358306885,0.00806025744948003
"160","cloneA","1","377","377",9,57,90.7327651977539,41.9903106689453,2289.55765787761,24.5276843176948,0.216792330145836,2.93673312388026,572.388878716363,0.00665578128246125
"161","cloneA","1","380","380",19,57,158.002304077148,81.490364074707,1175.57977937397,16.9700132169222,0.290846786216686,3.33456405889208,293.894671791478,0.00588548461544431
"162","cloneA","1","381","381",7,57,23.976318359375,9.24596118927002,1150.76772635324,17.4253362928118,0.270011820963451,1.82839272418811,287.691665649414,0.00289557152427733
"163","cloneA","1","384","384",34,58,314.954040527344,207.575378417969,2165.26363956227,23.082950816435,0.239726059577044,2.91375509050588,541.315401862649,0.00647153119754159
"164","cloneA","1","385","385",4,58,42.144660949707,42.1203231811523,874.870193481446,14.8560810089111,0.319461032748222,2.23739958728363,218.717342376709,0.0101798698306084
"165","cloneA","1","386","386",10,58,118.114463806152,83.4702377319336,1068.43472900391,16.0051626205444,0.305632933974266,3.91148575613453,267.108435058594,0.00786986498860642
"166","cloneA","1","393","393",5,59,64.152587890625,61.853588104248,873.451208496094,14.2058820724487,0.34342092871666,3.25088256214284,218.362600708008,0.00930758810136467
"167","cloneA","1","401","401",3,60,41.8702697753906,41.8059539794922,2220.81795247396,23.7182159423828,0.226994807521502,3.7555705792658,555.20399983724,0.00927788158878684
