clone	replicate	tracking.id	n_frames	start_frame	total_path_length	final_displacement	volume	radius	mean.thickness	sphericity	length.to.width.ratio	dry.mass	mean.speed
A	1	122	56	12	459.1871033	158.8832397	1553.8591308392856	20.2280025475	1.2114770380892856	0.24849996051785714	2.564827026732143	388.46442576785716	0.3071914789090909
A	1	140	37	14	413.5599365	282.9384155	1838.3512557027027	21.86879957027027	1.2175385275405406	0.23608458483783784	2.1258400234594594	459.5873875027027	0.43911551833333334
A	1	159	14	17	121.3519211	71.61373901	1088.2236807214285	16.338797569285713	1.3039010931428572	0.29771237285714286	2.861314412857143	272.05566843571427	0.4058482246153846
A	1	160	12	17	120.4046021	108.2671127	1078.0602314	17.160065411666665	1.1823770403333334	0.27194099375	2.4032850821666667	269.51479975	0.4758816381818182
A	1	175	25	20	259.1928406	199.8091125	1586.25656256	18.299809532	1.51936976436	0.30647923112000003	2.4190418346800002	396.563775636	0.44716362
A	1	176	26	20	267.9507141	231.4990997	1277.9679096538462	18.473826334615385	1.200850193346154	0.26090819446153846	3.1644846408846155	319.4916792653846	0.43208921040000003
A	1	211	10	28	130.0392151	125.8830643	1691.9903321	20.98238144	1.2215984821	0.2431212543	2.3762173298000002	422.99718322	0.51330376
A	1	213	23	28	245.4764252	118.2032318	1906.5924708695652	19.454151402608694	1.6186179957826088	0.30358315030434785	2.6735363060869566	476.6476772217391	0.4851154445454545
A	1	234	20	34	249.7436981	91.48400116	2744.7458619	21.4619808205	1.89548510305	0.3048595144	1.9964177573	686.185835275	0.2860325463157895
A	1	237	36	35	265.7897034	59.63366699	1496.3452826944444	20.26427465	1.1572239729444445	0.23901187086111111	2.440500009861111	374.0859739527778	0.33014504057142857
A	1	241	59	35	402.5882263	86.56422424	1754.724472779661	20.869251606440677	1.2924372623898306	0.25177687511864405	4.639291669813559	438.68070751694916	0.29695895793103444
A	1	245	17	36	103.4532318	78.71352386	1514.7603688235295	20.050862817647058	1.2050390033529412	0.2466471054117647	3.6246920490588233	378.68974215294116	0.27540513
A	1	246	16	36	114.1550751	73.2125473	1450.5529251875	18.689767599375	1.3276640289375	0.274378919	3.65852862725	362.63789940624997	0.325547108
A	1	255	42	38	314.1904297	174.0710754	2325.8832978571427	22.625810941904763	1.4477024419761906	0.25604042488095236	3.0132496095714285	581.4702889571429	0.307573287804878
A	1	280	53	42	362.6354675	71.41984558	2467.9215179433963	23.461644190566037	1.422753523	0.2482350103207547	2.7585528353396227	616.9798117603774	0.2866461819230769
A	1	285	14	42	165.9833679	144.8765259	1112.2270681785715	16.557902404285716	1.2899911999285714	0.2945340115	1.4689057282857143	278.05650439285716	0.5551029830769231
A	1	304	52	46	339.7819824	196.3011169	2003.4332510192307	21.726547094807692	1.3476276054615384	0.25178727788461536	3.23844849075	500.85784560384616	0.24564693529411766
A	1	323	12	50	117.2842636	97.81845856	1140.098236	16.883822203333334	1.2789959111666667	0.28958276033333336	1.6682408240833333	285.0242920083333	0.41636647090909096
A	1	348	12	53	164.3664856	158.4641876	2377.80031325	24.036582786666667	1.3205902873333333	0.23302377883333333	3.1137129655	594.4495340916667	0.5287140818181818
A	1	349	30	53	124.3782425	67.68642426	1898.2024332333333	21.019957860666665	1.3778701464333334	0.2612755511666667	4.4077657552666665	474.55016682999997	0.17968955793103447
A	1	380	19	57	158.0023041	81.49036407	1175.579779431579	16.970013215789475	1.3083032621052633	0.29084678621052634	3.3345640587894736	293.89467179473684	0.35312907
A	1	384	34	58	314.9540405	207.5753784	2165.263639617647	23.082950816764708	1.3225561941470587	0.23972605947058823	2.9137550905294116	541.3154018647059	0.38829187454545455
A	1	386	10	58	118.1144638	83.47023773	1068.43472892	16.005162622	1.3370878339	0.305632934	3.9114857561	267.10843506	0.4721893533333333
A	1	412	15	61	143.4059296	84.44193268	1012.10157466	15.802534548	1.3141460102666667	0.3073038458	2.0245797723333334	253.02516377999999	0.3832925314285714
A	1	425	15	62	155.3811188	125.2946167	1517.6858642666666	19.388223330666666	1.2994949818666666	0.2669487148	2.6702122554666667	379.42111002666667	0.43456899428571427
A	1	427	17	63	146.8315887	136.7721863	1267.7856803529412	17.834894292352942	1.284847547235294	0.280780602	1.5795372268235295	316.9461239117647	0.35257563000000003
A	1	430	9	63	101.7544403	100.3182373	1599.0187582222222	19.824671851111113	1.3086179627777779	0.264716261	1.441555861	399.75430635555557	0.512560245
A	1	435	10	63	117.5673141	99.17592621	1406.2609252	18.486369895	1.3239699125	0.281048976	2.2299670847	351.56489868	0.5679580533333333
A	1	436	15	63	191.7837524	130.2964935	1380.6250734	18.186011631333333	1.3475721518666666	0.28388629953333333	1.8993713107333334	345.15594887333333	0.5584690414285713
A	1	437	6	63	108.3348999	85.67293549	1075.3576151333334	15.0925134	1.5097317098333334	0.34386758016666663	2.4266880486666667	268.8391520166667	0.9420425640000001
A	1	442	86	64	456.6655579	292.63616940000003	3092.813737709302	28.64162234337209	1.1956126689069768	0.19484213658139535	2.5430230583255815	773.2027133720931	0.13704618988235293
A	1	444	11	64	120.0072098	93.34774017	1509.1523438181819	19.97777384090909	1.223060130909091	0.25228986945454546	1.8719699044545455	377.2877391545455	0.521753496
A	1	445	8	64	192.6356201	108.3517456	2830.930664125	24.8175766475	1.46007382875	0.22016312375	3.006435492125	707.7320099	0.5086496914285714
A	1	447	47	64	439.6700134	267.5538025	1729.4700174893617	20.399338032978722	1.3250049859361703	0.25988256514893615	3.8343506767659576	432.3671030893617	0.40215773347826084
A	1	464	12	67	151.5997925	150.5181427	1196.9040120833333	17.0247093825	1.3247242273333333	0.29250010358333334	3.8127438534166664	299.2257258166667	0.599197549090909
A	1	476	49	68	304.3053589	260.9250488	1732.3067576938774	20.564981110612244	1.3049703665918369	0.25483871353061227	5.197669515897959	433.0762889632653	0.25681675499999995
A	1	500	63	71	493.6966553	119.9095001	1465.0392591809523	18.23505652873016	1.3982459666666667	0.2898144845079365	4.195622204698413	366.25947692063494	0.32811212419354835
A	1	501	55	71	342.1271057	127.1202316	1952.6731378727272	21.540726748545456	1.3374656157272726	0.2533962073818182	2.3573882237272725	488.1678239272727	0.2615251588888889
A	1	525	77	74	680.6998901	365.577301	1856.4719586883116	20.3735185725974	1.4210745513896104	0.27252427207792207	2.78773025074026	464.11756124155846	0.3587587768421053
A	1	535	61	75	413.868927	317.0758667	1786.718003557377	20.082320494918033	1.4093625740819673	0.2728526052131148	4.039144872737705	446.679083157377	0.299890989
A	1	536	13	75	107.6930161	99.13582611	1251.132033	17.88750501923077	1.2448935141538462	0.27205532892307693	3.3015381482307693	312.78271484615385	0.316344405
A	1	538	11	75	105.0669937	70.55701447	1850.1514892727273	20.969345093636363	1.4599265510909092	0.2610205427272727	2.8585922039090907	462.5374506181818	0.303751656
A	1	547	10	77	102.4451675	92.42033386	1319.2238037	18.489021493	1.2298232316	0.2632214501	3.0729047227	329.80563659	0.4541100066666667
A	1	560	94	78	563.1832886	215.2829742	2133.1567239893616	22.709067993829787	1.303961871819149	0.23962701594680852	4.266836501148936	533.288683956383	0.2547723464516129
A	1	563	19	78	170.0608521	167.095871	1236.2319978947369	17.752331984210528	1.270796719263158	0.27952509942105264	3.4516466692105263	309.05771837894736	0.37402354000000004
A	1	587	38	81	134.26785279999999	72.35183716	1975.6228830789473	22.14738263631579	1.2839684486578948	0.2403980104736842	6.248202206947369	493.90526781578944	0.12369852648648649
A	1	598	32	82	348.9465027	242.613327	1280.41339490625	18.525967240625	1.19614080709375	0.26092001740625	2.1411105390625	320.10304928125	0.45128945806451615
A	1	600	12	82	106.6110764	93.45004272	1793.7890625	19.441952388333334	1.5208069583333332	0.29347823191666667	2.135638086416667	448.44684854999997	0.4215235527272727
A	1	611	25	84	324.5287781	279.1218567	1494.43181164	18.5338327784	1.3883662224	0.28603477664	2.507457074	373.607600108	0.5399349299999999
A	1	620	27	85	281.8426208	154.6774445	1376.0935555925926	18.461293043703705	1.2904311552222223	0.2751332162962963	2.9803436328148147	344.0230622407407	0.4111463861538462
A	1	627	41	86	357.7150574	118.4254379	1714.5083275609757	20.513885032439024	1.2967933707317074	0.2575538987073171	2.642532784390244	428.62668963170734	0.3224692455
A	1	631	60	87	523.322937	247.7344513	1832.1396260666668	20.611352825666668	1.3879140079	0.2659649799166667	2.8115583536833335	458.034478755	0.3552266501694915
A	1	642	11	88	109.6276245	104.1146774	1411.1910400909092	19.492263794545455	1.1952378423636363	0.25001091172727274	2.771080831909091	352.79743264545453	0.42673485
A	1	643	19	88	190.5307312	180.9833679	1488.1075375789474	19.373399534210527	1.2804702708947369	0.2618723260526316	3.112508456789474	372.0265406526316	0.41486197333333336
A	1	644	28	88	245.3018494	222.5031891	1801.6206709642856	21.0855711525	1.3111517833571429	0.2541467414285714	3.0822764495714288	450.40475463571426	0.32277227999999997
A	1	649	27	88	232.2931976	164.6810455	1978.2820005925926	21.617224516666667	1.3580161112222222	0.25450332733333336	3.1062958863703702	494.5700434925926	0.32222645538461536
A	1	659	21	90	187.6805725	169.1247406	1735.3492432380954	20.518608727619046	1.3317355371428572	0.2596286464761905	3.3654347801904763	433.8369009809524	0.37249822800000004
A	1	663	29	91	200.2359009	101.5466995	2261.5840348965517	23.60053496551724	1.2865273664827586	0.23118017206896552	2.2573062671034485	565.3954783482759	0.22681232357142855
A	1	675	53	93	348.1700134	60.57026672	1585.7023085471699	19.709778786226416	1.328357120735849	0.2704226849622641	3.2101372580566037	396.4252040113208	0.23967701653846155
A	1	676	28	93	207.078186	186.7942505	1720.1177848571429	20.634028571428573	1.288573128857143	0.25355943660714286	3.1698229233214286	430.0290549142857	0.2953365955555556
A	1	678	80	93	363.4847107	221.9875793	2467.4303680375	24.69496696	1.280724258725	0.22419369145	3.9385990057625	616.85702819625	0.1716094169620253
A	1	681	22	94	218.0400238	211.6035461	1135.7857999181817	15.876361282727272	1.4534584012727272	0.3254237473636364	2.4643547037727274	283.94618848636367	0.45036491714285715
A	1	694	18	95	181.8860321	107.5923386	1523.9832423888888	19.258203718333334	1.3185716072222222	0.26745669299999997	3.3826477913333335	380.99545795555554	0.42393494470588233
A	1	700	32	96	285.8292847	104.3824692	1314.4405631875	17.52822429	1.3852480315	0.2954464658125	4.214221878375	328.6098327625	0.38395842387096774
A	1	702	13	96	177.6467438	109.0899734	1340.8706712307692	18.848359914615386	1.2081826468461538	0.25804542238461536	2.543034183769231	335.2173626230769	0.48143244
A	1	712	12	97	149.7810669	147.6784821	1005.5583598083333	15.958997170833333	1.263648361	0.29617114975	3.1940985315	251.38935979166666	0.5211479945454546
A	1	730	13	100	115.987709	99.1943512	1669.2571739230768	20.815676541538462	1.3125774448461538	0.26087505084615387	2.234677382	417.31391083846154	0.35154212
A	1	731	107	100	621.3228149	52.65205383	1572.0226497411215	19.655983754859815	1.2914784088037383	0.2651086686168224	4.685543030579439	393.00529452056077	0.211516039245283
A	1	740	13	103	125.8338089	120.4235458	1884.0839373846154	22.254506918461537	1.2297278275384615	0.23313910446153846	2.794396389	471.0205383153846	0.38243063
A	1	754	14	104	146.5437775	97.50679016	1428.9633876428572	19.134560449285715	1.2596751111428572	0.2605951854285714	2.0977062092142855	357.24050467142854	0.38753941846153844
A	1	756	48	104	320.3892822	130.0042877	2009.5061162499999	21.692733645	1.3683073967708332	0.25378272779166666	3.9228937516875	502.37606747291665	0.23650588212765955
A	1	757	5	115	101.2048798	56.95560455	1843.4274902	18.305265618	1.8117303848	0.3425642788	3.3222740808	460.8564514	0.450261204
A	1	762	76	105	475.6818848	88.41559601	2229.079858105263	23.320297893421053	1.3104927601578948	0.23579976513157894	5.766763087605264	557.2694429118421	0.2330561088
A	1	765	24	105	139.3700562	61.35235214	1731.5368855833333	21.154791196666668	1.2225139190416667	0.241744657375	3.6691692172083332	432.8838208541667	0.21369848869565217
A	1	766	59	105	487.6856995	251.5574188	2101.024306423729	22.954018059491524	1.2758872205593221	0.23445924257627118	2.6462838506779662	525.2555960949153	0.3045610489655172
A	1	767	20	105	189.4398499	158.1809845	1675.07740475	20.8788056365	1.3012022406	0.25602565415	3.8907437488	418.768962095	0.3323334221052632
A	1	769	21	106	179.9831543	60.44589615	2408.070364904762	23.38461122047619	1.457458831047619	0.2533246277619048	2.0375504333809524	602.0170244428572	0.323202693
A	1	782	25	108	156.5482483	129.6936646	1708.5585546	22.2411226672	1.09738838192	0.21702905236	2.0586338738	427.139237064	0.24939223
A	1	790	9	110	101.2163696	53.12892151	3176.4544001111112	30.205914392222223	1.109211723	0.17816849877777777	1.7414437614444445	794.1128336555556	0.5036476424999999
A	1	811	24	113	167.0034943	51.27341843	2120.875269583333	21.689284325	1.4441112578333333	0.2642186619583333	2.8853654512499998	530.2183214875	0.31568335043478263
A	1	832	20	115	222.6067352	220.4111786	3491.2172852	27.6753170005	1.455590713	0.22646978275	4.6301203577	872.80350951	0.43315601684210525
A	1	837	51	116	411.7409973	74.20639038	1442.9038923764706	18.95572101333333	1.2728640144509804	0.2676781363137255	1.8275142095098038	360.7256388960784	0.3112208964
A	1	843	42	116	446.1505127	320.3253479	1614.0647437857142	20.15097068595238	1.2704647069761905	0.2542849147380952	2.255648004738095	403.5158139119048	0.45937203658536585
A	1	845	43	117	437.1079407	338.8217163	1753.3230151395348	18.912176243023257	1.5625570124651162	0.30449136846511626	3.4032718750697675	438.33034568139533	0.45245308714285715
A	1	854	38	118	337.3942871	208.3703766	2134.0526123157897	23.28550514394737	1.2326041428157894	0.22629628455263157	2.2142026379473685	533.5126599789473	0.3437381627027027
A	1	863	14	118	171.4941864	68.24829102	2541.171508785714	24.698295457857142	1.340988917	0.23260708257142856	2.5404384695714284	635.2922733785714	0.41268792000000004
A	1	865	7	118	101.5648651	91.89486694	1135.4236536714286	18.531360898571428	1.046377658857143	0.23737390342857143	2.182998131	283.8556562142857	0.57169263
A	1	885	110	121	468.0360107	418.9890747	2122.2336181545456	23.768012549272726	1.1900516629272728	0.2192581643818182	4.740892034390909	530.5579123790909	0.16768538477064218
A	1	895	137	121	668.2682495	300.6270142	2052.475652781022	22.047871116350365	1.3472205443503649	0.2512255761386861	5.724307724248175	513.1184385021897	0.2056758207352941
A	1	899	25	122	189.655014	116.9246826	2772.8677538399998	26.0078205876	1.313703227	0.22037301664	2.4887052926	693.21628906	0.2650936125
A	1	908	20	122	131.7607269	90.10066986	2310.1530884	21.0642156605	1.68206132055	0.29548964955	3.5757040604	577.537734985	0.27294260210526317
A	1	912	34	123	325.210083	244.3523712	2189.9544282058823	24.646201245588234	1.1492973636176471	0.2076236871764706	2.1407606795	547.4881035235294	0.3508088581818182
A	1	913	15	123	149.6323395	95.60731506	1158.7127685533333	16.198259544666666	1.5061335722	0.3305447012666667	2.6485032275333333	289.6779276533333	0.40316561142857144
A	1	915	98	123	563.8022461	62.67755127	1400.2499047367346	18.47594522010204	1.3041387139387755	0.2766627665	3.972675143102041	350.0621515418367	0.2478387680412371
A	1	932	134	126	426.7359314	194.2303619	1624.3851655671642	19.33901298544776	1.3770414707014926	0.27569003691044774	5.0343428080447765	406.09591469626866	0.13458466691729323
A	1	941	12	126	109.0684662	75.53073883	1113.96791085	17.937212465000002	1.10062810775	0.244741852	8.098930316166667	278.491720825	0.40435487454545455
A	1	945	9	127	203.5081024	191.4057159	3261.494249111111	30.18546485888889	1.140904784111111	0.1792708948888889	2.086204036222222	815.3728095111111	0.45933123
A	1	964	30	129	288.6144714	128.0236511	1396.4503946933332	19.089418855333335	1.2196105679333333	0.2561639229666667	4.2164635022666666	349.11227315	0.40935344896551723
A	1	966	41	129	295.2510071	233.4231567	1898.3457328780487	21.906083106829268	1.2415452468780488	0.24024523107317072	3.9695197901463413	474.58598662195124	0.269916144
A	1	971	14	130	145.5673676	95.92151642	1066.2910941714285	15.232341561357144	1.5780653527142858	0.35244168985714286	2.770487338	266.5725250142857	0.4447386646153846
A	1	974	15	130	165.3672485	51.51428604	1621.2354330666667	19.205203628666666	1.4061245520666668	0.280107671	2.3697500611333333	405.30847981333335	0.40052307428571426
A	1	989	12	131	117.9033966	116.3880615	1371.3069254166667	18.4645441375	1.2901425858333333	0.2730258815	2.964654551333333	342.8264084	0.46599279818181816
A	1	990	7	134	145.0349884	122.074379	3249.236851142857	23.493158614285715	1.878555246857143	0.28395615914285716	1.5971597595714286	812.3084542285715	0.43489009714285715
A	1	995	9	132	100.5764618	84.78135681	2750.550564333333	27.390044106666668	1.1687912411111112	0.19692955577777776	2.929276958	687.6370103888889	0.426212745
A	1	997	35	132	316.3647766	202.3176727	1143.8716378685715	16.616292462285713	1.3293138334571428	0.2982762684857143	3.8541704717142857	285.9676470085714	0.3923786029411765
A	1	1003	26	132	303.3322449	231.2723999	1653.4622709230769	19.895381634615383	1.332216542576923	0.26421794815384614	1.8196121423846154	413.3651827307692	0.4622676432
A	1	1021	16	135	142.2302399	73.25692749	3002.9942931875	27.41565299125	1.267128713625	0.2072109030625	2.5405598995	750.747879025	0.30154744
A	1	1023	10	135	109.6979904	100.2793503	1050.6389587	15.637251282000001	1.4780967474	0.33161317419999997	3.0366616325	262.65949402	0.5099823733333333
A	1	1043	82	137	567.2178955	279.0410461	1661.1958438878048	18.87538410987805	1.4907940233658536	0.29778565868292683	3.7825158571463415	415.2985720707317	0.28890610074074075
A	1	1071	11	140	121.0889435	86.78163147	1066.9907281636363	17.30162716	1.155972367090909	0.26496622909090906	2.9227237054545454	266.74743512727275	0.48885237000000004
A	1	1073	114	140	599.088623	186.2175446	1603.6044884035089	19.888529961666666	1.2840511579210527	0.25917126807894736	5.167141603842105	400.9007550929825	0.22902362389380532
A	1	1079	42	141	320.3034668	238.8103485	1677.6841082142857	20.59347466	1.2576104430952382	0.24952632364285715	3.217645734595238	419.4206332214286	0.2942244219512195
A	1	1084	19	142	245.7424927	117.1774597	1759.032702105263	20.383904707894736	1.3553087021052632	0.2631178341052632	2.8541361226842104	439.7577723473684	0.48950466333333337
A	1	1091	44	143	448.1813049	268.2715454	1422.4880524227274	18.546325553636365	1.323360789840909	0.2790434150227273	2.8707156888181817	355.62168156136363	0.4417183325581396
A	1	1097	50	144	431.2544861	80.22036743	1503.6385986	19.2083844374	1.30287566662	0.26740655866	3.60083433714	375.90929566	0.3745076081632653
A	1	1112	39	145	242.9039154	171.6348114	1913.6308563333334	21.720089985384615	1.295184321897436	0.2445212091025641	3.202677812846154	478.40727585128207	0.21487794157894735
A	1	1116	19	145	155.7055817	149.6724701	1293.012997263158	17.523180410000002	1.3476019218947368	0.29131338710526317	2.915460389105263	323.2529457473684	0.37608625
A	1	1128	95	147	379.1908875	304.7254944	2097.764998	22.21833712936842	1.3525456855578948	0.24792628825263158	3.8650075962526316	524.4407612063158	0.15895365638297873
A	1	1141	13	148	161.7350616	96.88371277	2382.1275914615385	20.88159810692308	1.7473717743846153	0.30309507715384615	3.828905539769231	595.5313532846154	0.40657722999999996
A	1	1144	101	149	493.4305115	374.3514709	2601.38210790099	25.858867154455446	1.230238150831683	0.21276502623762375	2.6133287234851483	650.3449223623762	0.18708357420000002
A	1	1146	14	149	121.7482986	119.4472504	1464.330662357143	19.273210115714285	1.2592578275	0.2618760433571429	3.391090849642857	366.08232770714284	0.4071422723076923
A	1	1147	8	149	104.307457	92.0109787	1228.9375915	18.010195255	1.21207730475	0.26638884275	1.724140855625	307.2341155875	0.647872397142857
A	1	1157	13	151	129.8737793	128.1078949	1360.2012658461538	18.651132436923078	1.2507861853076923	0.26458907115384617	6.060171454	340.0499995384615	0.47054812999999995
A	1	1161	31	151	549.7615967	427.7492981	3396.245668516129	29.520343903548387	1.2450396360967741	0.19514965525806452	4.1199982035806455	849.0606335064516	0.32274684400000003
A	1	1164	44	151	301.140686	155.4526978	1726.297540909091	20.7748380575	1.2762203216818182	0.25041318754545455	4.5286294953863635	431.5739850136364	0.2744139948837209
A	1	1171	46	152	244.1081085	124.5585861	1876.4648145652175	20.860349613695654	1.3727578365434783	0.26115574430434785	5.293204759065217	469.1157644543478	0.22232970533333335
A	1	1173	15	152	107.8482666	92.67253113	1329.9389812	17.387815474666667	1.4370742719333334	0.3072759092	1.8050317710000001	332.4844340066667	0.30763503857142854
A	1	1175	34	152	274.2943115	86.04257965	1717.6246840882352	19.58240360382353	1.428832766	0.2794943254705882	4.508343301529412	429.4057733882353	0.30174355454545454
A	1	1185	24	153	146.7375031	68.5656662	2689.5978597916665	21.067187230833333	1.9401867687916667	0.32411990808333335	3.9567435640416666	672.3988418541667	0.2400599765217391
A	1	1195	17	154	123.1016769	55.26105499	1597.138628882353	19.64532672647059	1.3316237715882353	0.26809505670588235	2.8764222569411766	399.2842945764706	0.23764274624999998
A	1	1198	108	154	388.9725037	248.2702179	2031.3274186018518	22.480379599444444	1.275789725611111	0.23768508502777777	4.316383597768518	507.8313844472222	0.1517403874766355
A	1	1202	59	155	573.6516724	252.2979889	1695.8532797457626	20.304798190677968	1.3230081796949154	0.25984275644067795	3.5300509721694917	423.96292166101694	0.3647924927586207
A	1	1203	19	155	113.8794022	68.31030273	1481.113570368421	20.368697718947367	1.1428798939473683	0.23583218136842105	2.3073411558421055	370.27804404736844	0.24730606333333333
A	1	1217	30	157	194.6363525	154.1553802	1846.7599955966666	21.072345194	1.3350613236666666	0.2573759943	3.0216974961	461.6895746866667	0.23969438896551726
A	1	1218	25	157	272.7487488	51.07307816	1574.82319332	19.1526928704	1.39110522268	0.28055320204	2.30662167276	393.70543212	0.49411089750000003
A	1	1227	9	158	103.6844254	88.92410278	1578.4458821111111	20.050298054444443	1.2480094035555556	0.2531060958888889	2.0620961674444445	394.6111212777778	0.5072590275
A	1	1230	80	158	699.3121948	428.8816528	1683.28726805875	20.064915084875	1.3113286421374999	0.2618023094375	3.456091458475	420.82142792	0.36910813974683543
A	1	1236	47	159	335.3482666	176.2058868	2030.883739744681	22.23853472468085	1.3035742298297872	0.24385404621276596	2.246132164021277	507.7204602851064	0.27970977913043477
A	1	1241	38	160	366.4320984	317.5777283	1900.0972096578948	22.13529205263158	1.238285616868421	0.23393618631578947	1.6929193091578947	475.02386073157896	0.42098027027027024
A	1	1242	17	160	158.8344574	61.42797852	1277.4480770588236	17.75551521117647	1.3002496117058824	0.28186728752941176	2.7446912088235296	319.36172305882354	0.4057213875
A	1	1245	72	160	409.9263	126.3858109	2219.675047125	21.085043059444445	1.5929959615694445	0.2842637430277778	2.500572562388889	554.9182455305555	0.19301336788732393
A	1	1249	96	160	383.460968	198.6342621	2485.66062675	25.258728365	1.2437437561875	0.21751775634375	2.7490992376458334	621.4145797114584	0.1681825850526316
A	1	1250	21	160	133.3315277	51.88297272	1784.232352047619	21.04422206	1.2871515127142856	0.24966588195238096	3.883591434809524	446.05768113809523	0.196020732
A	1	1255	30	161	271.0300903	201.6960449	1531.3758543666668	19.780943552666667	1.2519816836333333	0.2541411692666667	3.997719608266667	382.8436086066667	0.3447747703448276
A	1	1256	7	161	152.7255554	107.545784	2615.969587142857	20.451396124285715	1.986217566857143	0.321837485	1.543574980142857	653.9918038571428	0.26694964
A	1	1260	87	161	515.7254639	124.0342255	1851.299956264368	21.518005129425287	1.2747079558965517	0.2459563272413793	2.6803826039425287	462.8245667264368	0.23550839372093021
A	1	1271	76	162	608.9274292	266.0681152	2123.0833065394736	22.294371153421054	1.3638103431447368	0.2487500992236842	3.6080599480526314	530.7703383592105	0.30516312
A	1	1285	19	163	199.5624237	187.1869812	1388.7887347894737	18.605723231052632	1.280150852631579	0.26918039189473686	3.162256080894737	347.19685925789474	0.44738486666666666
A	1	1296	41	164	289.6486511	90.63793945	1968.3663687073172	21.725960010731708	1.3418215687804878	0.25203711085365854	2.6979261142439026	492.09113367560974	0.2859538275
A	1	1308	89	165	316.1058655	120.4623413	2334.593704764045	24.171443639325844	1.2749544208314607	0.22569772891011236	5.191776783516854	583.6478772123595	0.1483228575
A	1	1316	44	166	264.8095093	126.3997574	2092.371393409091	23.683154973181818	1.1847064007045454	0.21912431	3.090298308977273	523.0923593727273	0.2073191218604651
A	1	1317	22	166	161.4414673	141.917572	3194.360506863636	27.004463975454545	1.3990642266363635	0.22461517081818183	2.947432681272727	798.5893832090909	0.2689637714285714
A	1	1327	32	167	317.4200745	213.0356598	1535.22282784375	18.4175884128125	1.4603826478125	0.297315489	2.8897944339375	383.805350303125	0.42232719677419356
A	1	1332	89	167	541.225708	217.3674164	1950.7408571011235	20.302574778988763	1.5024305675955056	0.28222653611235954	5.413295493033708	487.68475958764043	0.26738528045454546
A	1	1339	13	168	153.0797272	52.6713028	1037.5128878307692	15.949923441538461	1.3211133113076923	0.303169749	3.5840059241538462	259.3779778153846	0.50939626
A	1	1340	13	168	208.6320953	159.1613464	2027.4837927692306	20.21767895076923	1.5825724051538461	0.2916503524615385	3.155568064923077	506.8704716615385	0.63263493
A	1	1350	39	169	297.4144287	243.8331451	1910.5945732564103	22.117810078461538	1.241350987051282	0.23587958394871794	3.843924803	477.64819648717946	0.3001694842105263
