"clone","replicate","lineage.id","tracking.id","n_frames","start_frame","total_path_length","final_displacement","calculated_displacement","lineage_rootcell","left_censored","displacement_equal","lineage_equal"
"cloneA","1","125","125",1,12,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","126","126",1,12,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","128","128",1,12,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","129","129",1,13,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","130","130",2,13,10.1850728988647,10.1850728988647,10.1850728300473,FALSE,TRUE,FALSE,TRUE
"cloneA","1","131","131",1,13,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","132","132",1,13,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","133","133",4,13,31.8017635345459,31.0126762390137,31.0126768022518,FALSE,TRUE,FALSE,TRUE
"cloneA","1","134","134",1,13,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","135","135",1,13,0,0,0,FALSE,TRUE,TRUE,TRUE
"cloneA","1","137","137",5,14,174.384414672852,173.272872924805,173.272880515164,FALSE,TRUE,FALSE,TRUE
"cloneA","1","138","138",1,14,0,0,0,FALSE,TRUE,TRUE,TRUE
