,clone,replicate,tracking.id,total_path_length,final_displacement,mean.speed,,,,,,,,
931,cloneA,1,1822,2.093575001,2.093575001,0.001517083,,,,,,,,
932,cloneA,1,1823,3.39131093,3.39131093,0.002457472,,,,,,,,
933,cloneA,1,1824,52.34859085,6.752885342,0.002032475,,,,,,,,
934,cloneA,1,1825,56.83863068,3.843013048,0.001575007,,,,,,,,
935,cloneA,1,1829,51.59048843,51.42280197,0.008860838,,,,,,,,
936,cloneA,1,1830,47.80673981,24.33142853,0.002287942,,,,,,,,
937,cloneA,1,1831,236.3173676,63.95618439,0.00431137,,,,,,,,
938,cloneA,1,1832,287.0853577,198.0453186,0.005269132,,,,,,,,
939,cloneA,1,1836,47.23631668,42.85987854,0.001922939,,,,,,,,
940,cloneA,1,1838,36.54036713,12.91413975,0.005400006,,,,,,,,
941,cloneA,1,1839,20.44000626,20.44000626,0.007405799,,,,,,,,
942,cloneA,1,1840,200.1219635,164.5087891,0.003701079,,,,,,,,
943,cloneA,1,1841,12.50861359,12.4298811,0.004532107,,,,,,,,
944,cloneA,1,1842,2.579914093,2.393801689,0.000934751,,,,,,,,
945,cloneA,1,1844,7.730979443,7.730979443,0.005602159,,,,,,,,
946,cloneA,1,1845,21.21423721,21.21423721,0.007686318,,,,,,,,
947,cloneA,1,1846,14.7016468,14.7016468,0.003551122,,,,,,,,
948,cloneA,1,1849,6.435091019,6.157498837,0.00155437,,,,,,,,
949,cloneA,1,1851,0.897269845,0.897269845,0.000650196,,,,,,,,
950,cloneA,1,1853,177.0660706,127.1600723,0.003467695,,,,,,,,
951,cloneA,1,1855,3.178539753,3.178539753,0.00230329,,,,,,,,
952,cloneA,1,1856,19.72814369,19.72530937,0.003396098,,,,,,,,
953,cloneA,1,1859,19.27710915,19.26387596,0.00698446,,,,,,,,
954,cloneA,1,1863,209.395752,181.9793091,0.004335641,,,,,,,,
955,cloneA,1,1864,149.017395,57.0242691,0.002552458,,,,,,,,
956,cloneA,1,1865,143.273468,143.0719147,0.010495289,,,,,,,,
957,cloneA,1,1867,14.19005585,14.19005585,0.010282649,,,,,,,,
958,cloneA,1,1869,183.3729401,153.5502472,0.003990906,,,,,,,,
959,cloneA,1,1870,39.73786163,37.51226044,0.00959765,,,,,,,,
960,cloneA,1,1871,17.31049538,4.761860847,0.00112561,,,,,,,,
961,cloneA,1,1872,17.70553589,6.172959805,0.001197821,,,,,,,,
962,cloneA,1,1874,165.5765991,81.19825745,0.005634004,,,,,,,,
963,cloneA,1,1878,87.08244324,38.62242508,0.009559141,,,,,,,,
964,cloneA,1,1879,201.8777771,24.51780319,0.004300898,,,,,,,,
965,cloneA,1,1880,267.5646362,243.4198914,0.005717165,,,,,,,,
966,cloneA,1,1881,8.450031281,8.318682671,0.003061606,,,,,,,,
967,cloneA,1,1884,122.2510605,99.79016113,0.00260536,,,,,,,,
968,cloneA,1,1885,221.883728,178.4244537,0.005118809,,,,,,,,
969,cloneA,1,1886,91.9593811,44.83562851,0.004133466,,,,,,,,
970,cloneA,1,1887,57.76272583,51.9823494,0.005979578,,,,,,,,
971,cloneA,1,1889,11.35719299,11.13607216,0.004114925,,,,,,,,
972,cloneA,1,1893,6.819409847,6.819409847,0.004941601,,,,,,,,
973,cloneA,1,1895,0.669052839,0.669052839,0.000484821,,,,,,,,
974,cloneA,1,1896,1.67979157,1.67979157,0.00121724,,,,,,,,
975,cloneA,1,1901,29.00242233,12.0277319,0.002546773,,,,,,,,
976,cloneA,1,1905,7.092659473,7.092659473,0.005139608,,,,,,,,
977,cloneA,1,1906,138.2093964,135.2142181,0.006258883,,,,,,,,
978,cloneA,1,1907,92.943367,45.04008102,0.005612371,,,,,,,,
979,cloneA,1,1910,6.976238728,6.976238728,0.005055245,,,,,,,,
980,cloneA,1,1911,132.5326538,128.9356995,0.003127722,,,,,,,,
981,cloneA,1,1912,40.97222137,38.48760223,0.009896672,,,,,,,,
982,cloneA,1,1913,72.82859039,70.99372864,0.007538643,,,,,,,,
983,cloneA,1,1916,2.045333862,2.045333862,0.000741063,,,,,,,,
984,cloneA,1,1917,24.56282806,23.21553421,0.00593305,,,,,,,,
985,cloneA,1,1918,1.894944906,1.894944906,0.000686574,,,,,,,,
986,cloneA,1,1919,81.99975586,5.186858177,0.005384836,,,,,,,,
987,cloneA,1,1921,22.09504128,22.09504128,0.002668161,,,,,,,,
988,cloneA,1,1923,33.25008392,33.14031601,0.006023566,,,,,,,,
989,cloneA,1,1924,8.740062714,8.69881916,0.003166689,,,,,,,,
990,cloneA,1,1925,6.337565899,6.322489262,0.002296219,,,,,,,,
991,cloneA,1,1926,139.3627625,7.362875462,0.004534977,,,,,,,,
992,cloneA,1,1933,8.248110771,8.248110771,0.002988446,,,,,,,,
993,cloneA,1,1935,49.19739914,49.06544113,0.005941432,,,,,,,,
994,cloneA,1,1936,26.75571251,10.49406528,0.003230953,,,,,,,,
995,cloneA,1,1937,7.686449528,7.686449528,0.005569891,,,,,,,,
996,cloneA,1,1938,250.1377869,194.6387939,0.006143494,,,,,,,,
997,cloneA,1,1939,2.530490637,2.232468367,0.000916844,,,,,,,,
998,cloneA,1,1941,12.70399857,12.70399857,0.009205796,,,,,,,,
999,cloneA,1,1942,152.7906799,144.6663513,0.003718889,,,,,,,,
1000,cloneA,1,1944,17.21465302,17.04075813,0.003386873,,,,,,,,
1001,cloneA,1,1945,12.34450436,12.32363605,0.004472646,,,,,,,,
1002,cloneA,1,1946,120.1980743,101.0576553,0.004244394,,,,,,,,
1003,cloneA,1,1948,83.50811768,79.50875092,0.002225358,,,,,,,,
1004,cloneA,1,1949,6.316454411,6.316454411,0.004577141,,,,,,,,
1005,cloneA,1,1951,111.5315094,94.16400909,0.007347066,,,,,,,,
1006,cloneA,1,1952,25.95141411,25.9120369,0.009402687,,,,,,,,
1007,cloneA,1,1953,35.50832367,34.56980515,0.002304612,,,,,,,,
1008,cloneA,1,1955,6.126645088,6.126645088,0.004439598,,,,,,,,
1009,cloneA,1,1957,104.3053055,51.55779266,0.002794463,,,,,,,,
1010,cloneA,1,1960,76.70572662,76.0114975,0.006431931,,,,,,,,
1011,cloneA,1,1961,39.03757095,23.16979027,0.003714051,,,,,,,,
1012,cloneA,1,1962,69.4199295,67.14884949,0.005589243,,,,,,,,
1013,cloneA,1,1963,27.57304764,9.25829792,0.003099044,,,,,,,,
1014,cloneA,1,1969,162.4194794,72.04988098,0.006630905,,,,,,,,
1015,cloneA,1,1971,45.71678543,45.47194672,0.003402308,,,,,,,,
1016,cloneA,1,1972,30.91093445,30.82575417,0.004479489,,,,,,,,
1017,cloneA,1,1973,16.3526535,16.3526535,0.005922729,,,,,,,,
1018,cloneA,1,1974,22.58345985,22.58345985,0.008179449,,,,,,,,
1019,cloneA,1,1975,253.4834442,60.36421967,0.00765339,,,,,,,,
1020,cloneA,1,1977,71.89505768,70.58733368,0.007442553,,,,,,,,
1021,cloneA,1,1978,222.3416443,166.3632202,0.007672026,,,,,,,,
1022,cloneA,1,1982,8.820240974,8.702555656,0.003195739,,,,,,,,
1023,cloneA,1,1984,17.08424568,17.06800079,0.006189944,,,,,,,,
1024,cloneA,1,1986,0.818055451,0.818055451,0.000592794,,,,,,,,
1025,cloneA,1,1988,105.8445206,96.71370697,0.005112842,,,,,,,,
1026,cloneA,1,1989,0.741509795,0.741509795,0.000537326,,,,,,,,
1027,cloneA,1,1990,10.09913921,2.215147734,0.000885342,,,,,,,,
1028,cloneA,1,1992,35.69359589,35.60757065,0.008621642,,,,,,,,
1029,cloneA,1,1995,27.59732437,7.736587048,0.002586192,,,,,,,,
1030,cloneA,1,2000,41.46365356,25.47794342,0.004076709,,,,,,,,
1031,cloneA,1,2002,142.0276031,106.1483307,0.010606223,,,,,,,,
1032,cloneA,1,2003,44.42776108,33.94596481,0.006688556,,,,,,,,
1033,cloneA,1,2004,48.73466873,35.15022659,0.004011745,,,,,,,,
1034,cloneA,1,2005,42.46904755,14.1312294,0.001432166,,,,,,,,
1035,cloneA,1,2006,50.82168579,40.84413528,0.001782662,,,,,,,,
1036,cloneA,1,2008,49.4537468,49.18484879,0.008959012,,,,,,,,
1037,cloneA,1,2009,213.0642242,184.2935486,0.008387199,,,,,,,,
1038,cloneA,1,2010,100.3600159,70.12046814,0.006724245,,,,,,,,
1039,cloneA,1,2011,62.92906189,35.74300766,0.005565891,,,,,,,,
1040,cloneA,1,2013,16.06386948,16.06386948,0.003880162,,,,,,,,
1041,cloneA,1,2014,13.64221382,13.52824211,0.004942831,,,,,,,,
1042,cloneA,1,2015,10.86845016,10.86277962,0.003937844,,,,,,,,
1043,cloneA,1,2016,85.37376404,76.68244171,0.004758149,,,,,,,,
1044,cloneA,1,2017,103.3411942,92.5149765,0.007907423,,,,,,,,
1045,cloneA,1,2020,4.162904263,4.162904263,0.003016597,,,,,,,,
1046,cloneA,1,2022,75.93062592,75.05630493,0.009170366,,,,,,,,
1047,cloneA,1,2023,42.5304718,1.396088719,0.006163836,,,,,,,,
1048,cloneA,1,2024,50.06135941,49.86286163,0.007255269,,,,,,,,
1049,cloneA,1,2027,65.63713074,36.2610054,0.003364567,,,,,,,,
1050,cloneA,1,2029,103.4672775,67.88594818,0.004165086,,,,,,,,
1051,cloneA,1,2032,8.735621452,8.7131567,0.001730632,,,,,,,,
1052,cloneA,1,2037,55.15924454,44.77961731,0.006189277,,,,,,,,
1053,cloneA,1,2038,24.34270859,19.08456421,0.004409911,,,,,,,,
1054,cloneA,1,2041,98.14707184,41.41489029,0.006019434,,,,,,,,
1055,cloneA,1,2042,3.391979694,3.391979694,0.002457956,,,,,,,,
1056,cloneA,1,2046,13.96317387,7.841775417,0.004055711,,,,,,,,
1057,cloneA,1,2048,28.83042717,24.66887474,0.001514245,,,,,,,,
1058,cloneA,1,2049,93.3205719,88.13624573,0.004127092,,,,,,,,
1059,cloneA,1,2050,84.23253632,75.5777359,0.006480992,,,,,,,,
1060,cloneA,1,2052,19.7967205,13.90076351,0.003073232,,,,,,,,
1061,cloneA,1,2055,29.26420975,19.06063843,0.001716314,,,,,,,,
1062,cloneA,1,2056,89.03284454,87.06894684,0.00403191,,,,,,,,
1063,cloneA,1,2057,16.49796295,16.49796295,0.003985015,,,,,,,,
1064,cloneA,1,2060,83.79665375,78.83309937,0.004459106,,,,,,,,
1065,cloneA,1,2061,169.5667877,82.08447266,0.008352891,,,,,,,,
1066,cloneA,1,2063,98.56898499,96.42192078,0.009188681,,,,,,,,
1067,cloneA,1,2064,16.78997803,15.37536621,0.00405555,,,,,,,,
1068,cloneA,1,2066,43.20331192,39.12876129,0.004435521,,,,,,,,
1069,cloneA,1,2067,89.35591125,84.95244598,0.004479775,,,,,,,,
1070,cloneA,1,2068,74.09952545,22.27058411,0.019377837,,,,,,,,
1071,cloneA,1,2072,143.3920441,132.5809326,0.008158293,,,,,,,,
1072,cloneA,1,2073,117.9357452,111.0088959,0.00609112,,,,,,,,
1073,cloneA,1,2074,88.045784,75.37998199,0.007087768,,,,,,,,
1074,cloneA,1,2077,5.491188526,5.491188526,0.003979122,,,,,,,,
1075,cloneA,1,2080,121.6189499,10.71278763,0.006778931,,,,,,,,
1076,cloneA,1,2082,84.66291809,82.67697144,0.004541425,,,,,,,,
1077,cloneA,1,2083,33.93882751,33.14075089,0.001891558,,,,,,,,
1078,cloneA,1,2084,55.91035843,13.76908207,0.003305338,,,,,,,,
1079,cloneA,1,2085,25.70632935,25.70632935,0.018627776,,,,,,,,
1080,cloneA,1,2087,69.17684174,11.68161869,0.005719941,,,,,,,,
1081,cloneA,1,2088,49.57885361,48.10544586,0.00507342,,,,,,,,
1082,cloneA,1,2089,8.456041336,8.456041336,0.006127566,,,,,,,,
1083,cloneA,1,2090,5.454939842,5.454939842,0.003952855,,,,,,,,
1084,cloneA,1,2091,15.00111771,15.00111771,0.010870375,,,,,,,,
1085,cloneA,1,2093,26.27309799,13.83965683,0.003000478,,,,,,,,
1086,cloneA,1,2099,70.09579468,69.74507904,0.004617162,,,,,,,,
1087,cloneA,1,2100,83.78036499,55.66830063,0.005519068,,,,,,,,
1088,cloneA,1,2103,117.4606781,114.5402069,0.007971494,,,,,,,,
1089,cloneA,1,2105,87.96169281,67.80835724,0.006885429,,,,,,,,
1090,cloneA,1,2108,61.29982758,44.24386597,0.004038028,,,,,,,,
1091,cloneA,1,2110,46.84170914,15.10086823,0.006782668,,,,,,,,
1092,cloneA,1,2111,46.62989044,46.36614227,0.005998118,,,,,,,,
1093,cloneA,1,2112,62.04230881,45.79214478,0.004475396,,,,,,,,
1094,cloneA,1,2113,3.806452274,3.635164976,0.001379149,,,,,,,,
1095,cloneA,1,2120,24.60996819,13.73238754,0.008420061,,,,,,,,
1096,cloneA,1,2121,11.80612469,11.80612469,0.008555163,,,,,,,,
1097,cloneA,1,2122,94.27848053,92.45492554,0.008028295,,,,,,,,
1098,cloneA,1,2123,21.93091393,21.93091393,0.015891967,,,,,,,,
1099,cloneA,1,2125,68.34257507,43.20792007,0.008253934,,,,,,,,
1100,cloneA,1,2129,51.85627747,10.00482082,0.004697126,,,,,,,,
1101,cloneA,1,2133,16.09150887,15.26910019,0.003886838,,,,,,,,
1102,cloneA,1,2135,59.09254074,49.51804352,0.005678269,,,,,,,,
1103,cloneA,1,2136,35.31734085,33.88541031,0.009133436,,,,,,,,
1104,cloneA,1,2137,49.07933044,43.88283539,0.005323701,,,,,,,,
1105,cloneA,1,2139,25.69054985,13.41869354,0.008132665,,,,,,,,
1106,cloneA,1,2142,53.37363815,53.30848312,0.006239424,,,,,,,,
1107,cloneA,1,2143,9.461956978,3.113915682,0.001080524,,,,,,,,
1108,cloneA,1,2144,34.58377838,31.48257065,0.004176785,,,,,,,,
1109,cloneA,1,2145,21.1356411,21.1356411,0.015315682,,,,,,,,
1110,cloneA,1,2150,52.15134048,27.96833992,0.006645217,,,,,,,,
1111,cloneA,1,2151,3.539033413,3.539033413,0.002564517,,,,,,,,
1112,cloneA,1,2152,44.12347412,18.8224678,0.006394707,,,,,,,,
1113,cloneA,1,2153,7.857092857,7.857092857,0.001138709,,,,,,,,
1114,cloneA,1,2157,3.958893299,3.958893299,0.002868763,,,,,,,,
1115,cloneA,1,2158,41.89437103,35.0582962,0.006071648,,,,,,,,
1116,cloneA,1,2160,22.10578728,19.1242466,0.003203737,,,,,,,,
1117,cloneA,1,2162,6.777081966,6.777081966,0.001636976,,,,,,,,
1118,cloneA,1,2165,36.80596161,29.97543144,0.008890329,,,,,,,,
1119,cloneA,1,2167,4.595730782,3.282227039,0.00111008,,,,,,,,
1120,cloneA,1,2168,31.85099792,31.31191826,0.007693478,,,,,,,,
1121,cloneA,1,2171,10.86548996,10.8441391,0.003608241,,,,,,,,
1122,cloneA,1,2172,17.73251534,17.73251534,0.006424824,,,,,,,,
1123,cloneA,1,2173,9.316784859,9.316784859,0.002250431,,,,,,,,
1124,cloneA,1,2174,17.53783607,17.10258675,0.004236192,,,,,,,,
1125,cloneA,1,2176,20.38351822,20.33421135,0.007385333,,,,,,,,
1126,cloneA,1,2178,8.73241806,8.73241806,0.006327839,,,,,,,,
1127,cloneA,1,2179,4.512833595,2.741453409,0.001003662,,,,,,,,
1128,cloneA,1,2181,19.41916275,19.32056999,0.007035929,,,,,,,,
1129,cloneA,1,2182,3.31626606,3.31626606,0.002403091,,,,,,,,
1130,cloneA,1,2183,12.49729538,12.13710403,0.004528006,,,,,,,,
1131,cloneA,1,2188,10.90136528,10.90136528,0.00789954,,,,,,,,
1132,cloneA,1,2197,4.65595293,4.65595293,0.003373879,,,,,,,,
1133,cloneA,1,2198,5.560239792,5.560239792,0.004029159,,,,,,,,
1134,cloneA,1,2199,10.16730785,10.16730785,0.007367614,,,,,,,,
1135,cloneA,1,2200,12.2322216,12.2322216,0.008863929,,,,,,,,
1136,cloneA,1,2204,8.247019768,8.247019768,0.005976101,,,,,,,,
3771,cloneB,2,5,47.58404922,2.330892801,0.000464234,,,,,,,,
3772,cloneB,2,7,449.8522949,118.0953598,0.003515031,,,,,,,,
3773,cloneB,2,8,504.4665527,51.00029755,0.003767902,,,,,,,,
3774,cloneB,2,9,51.36078644,24.86149788,0.00415326,,,,,,,,
3775,cloneB,2,10,847.0697021,8.43711853,0.004785828,,,,,,,,
3776,cloneB,2,11,21.35216522,21.35216522,0.007832782,,,,,,,,
3777,cloneB,2,12,44.69489288,24.03928947,0.004212678,,,,,,,,
3778,cloneB,2,13,45.78007507,18.59077263,0.003832135,,,,,,,,
3779,cloneB,2,14,3.808298826,3.808298826,0.001397028,,,,,,,,
3780,cloneB,2,19,73.60777283,25.5477562,0.002904332,,,,,,,,
3781,cloneB,2,20,9.794194221,2.330132246,0.000811404,,,,,,,,
3782,cloneB,2,21,11.45635605,6.139046669,0.001550632,,,,,,,,
3783,cloneB,2,22,25.04473686,0.652650416,0.00109635,,,,,,,,
3784,cloneB,2,23,31.14429855,16.60443306,0.003051355,,,,,,,,
3785,cloneB,2,24,80.05057526,18.10853577,0.003536686,,,,,,,,
3786,cloneB,2,25,25.48736382,15.94171047,0.001971932,,,,,,,,
3787,cloneB,2,27,72.12376404,42.4375267,0.006159586,,,,,,,,
3788,cloneB,2,28,99.86204529,66.96540833,0.003404719,,,,,,,,
3789,cloneB,2,31,18.28897858,13.67812538,0.004431999,,,,,,,,
3790,cloneB,2,32,171.8678436,9.384441376,0.003355839,,,,,,,,
3791,cloneB,2,33,184.5772705,73.58398438,0.003663871,,,,,,,,
3792,cloneB,2,34,63.71334076,47.13276291,0.00515867,,,,,,,,
3793,cloneB,2,36,664.9358521,99.61037445,0.004899363,,,,,,,,
3794,cloneB,2,37,7.545531273,7.545531273,0.000913281,,,,,,,,
3795,cloneB,2,38,17.13573074,17.13573074,0.01257207,,,,,,,,
3796,cloneB,2,41,35.16927719,35.16927719,0.025802845,,,,,,,,
3797,cloneB,2,42,12.43993282,7.977946281,0.004563438,,,,,,,,
3798,cloneB,2,43,245.0658875,18.79309273,0.007279801,,,,,,,,
3799,cloneB,2,46,164.3914795,27.49573708,0.001393115,,,,,,,,
3800,cloneB,2,48,26.58998489,5.005455494,0.000632905,,,,,,,,
3801,cloneB,2,52,308.7800293,62.72875214,0.004264802,,,,,,,,
3802,cloneB,2,54,103.3075562,66.39683533,0.004679504,,,,,,,,
3803,cloneB,2,55,545.2694702,80.08107758,0.003748171,,,,,,,,
3804,cloneB,2,64,288.3204651,127.2245636,0.003271785,,,,,,,,
3805,cloneB,2,69,12.20019245,12.20019245,0.008950985,,,,,,,,
3806,cloneB,2,74,18.07848549,8.258611679,0.001847533,,,,,,,,
3807,cloneB,2,76,23.70006752,18.35626984,0.002504998,,,,,,,,
3808,cloneB,2,80,38.91828918,38.91828918,0.028553404,,,,,,,,
3809,cloneB,2,81,505.2237549,278.2064819,0.006144908,,,,,,,,
3810,cloneB,2,83,118.6505432,41.2327652,0.002160008,,,,,,,,
3811,cloneB,2,86,95.28943634,69.80047607,0.006966302,,,,,,,,
3812,cloneB,2,91,43.92975616,33.31616592,0.02528484,,,,,,,,
3813,cloneB,2,95,3.631153822,3.631153822,0.002601113,,,,,,,,
3814,cloneB,2,96,16.98029518,15.98781586,0.00204793,,,,,,,,
3815,cloneB,2,97,12.44266891,12.44266891,0.004509848,,,,,,,,
3816,cloneB,2,113,19.90925407,9.183002472,0.001217779,,,,,,,,
3817,cloneB,2,114,6.814045906,6.81292963,0.002375115,,,,,,,,
3818,cloneB,2,115,9.155872345,8.642551422,0.002010753,,,,,,,,
3819,cloneB,2,119,126.8278885,29.3315239,0.010233201,,,,,,,,
3820,cloneB,2,124,48.61006546,34.27383423,0.004074052,,,,,,,,
3821,cloneB,2,130,23.27468872,19.46590996,0.003302011,,,,,,,,
3822,cloneB,2,132,12.88570499,12.88566685,0.002489596,,,,,,,,
3823,cloneB,2,140,9.246767998,9.246767998,0.002233519,,,,,,,,
3824,cloneB,2,141,6.805300236,6.805300236,0.004992883,,,,,,,,
3825,cloneB,2,142,7.943397999,7.943397999,0.001918695,,,,,,,,
3826,cloneB,2,143,118.1978531,5.590605736,0.000330542,,,,,,,,
3827,cloneB,2,147,7.363893986,7.363893986,0.000891189,,,,,,,,
3828,cloneB,2,152,193.1373749,94.66114807,0.01773971,,,,,,,,
3829,cloneB,2,153,129.2785339,39.25841141,0.009821601,,,,,,,,
3830,cloneB,2,154,52.54094696,39.44618225,0.006201784,,,,,,,,
3831,cloneB,2,155,21.88842583,21.88842583,0.016059007,,,,,,,,
3832,cloneB,2,157,98.06039429,5.021751881,0.014300927,,,,,,,,
3833,cloneB,2,158,5.151062489,5.151062489,0.000746531,,,,,,,,
3834,cloneB,2,176,209.0775146,94.42185211,0.004329582,,,,,,,,
3835,cloneB,2,181,12.55194283,10.05511475,0.004169972,,,,,,,,
3836,cloneB,2,186,16.39820099,15.86698532,0.005464969,,,,,,,,
3837,cloneB,2,197,48.55187607,31.58361244,0.006416592,,,,,,,,
3838,cloneB,2,201,12.72643852,12.72643852,0.002305514,,,,,,,,
3839,cloneB,2,213,61.7495842,45.35512161,0.007694876,,,,,,,,
3840,cloneB,2,226,9.376538277,9.376538277,0.003397296,,,,,,,,
3841,cloneB,2,230,20.83798981,4.268781185,0.001943914,,,,,,,,
3842,cloneB,2,232,88.17424011,1.96936214,0.00039147,,,,,,,,
3843,cloneB,2,261,18.28543663,18.28543663,0.004416772,,,,,,,,
3844,cloneB,2,266,96.96897888,28.215662,0.003726654,,,,,,,,
3845,cloneB,2,269,11.12306881,7.260883331,0.002411003,,,,,,,,
3846,cloneB,2,279,4.581985474,0.98113507,0.000404289,,,,,,,,
3847,cloneB,2,280,94.47698975,46.01703644,0.002877926,,,,,,,,
3848,cloneB,2,294,587.6976929,29.95656776,0.004567009,,,,,,,,
3849,cloneB,2,296,101.2098846,75.69335175,0.016133904,,,,,,,,
3850,cloneB,2,302,22.34759712,7.615038395,0.002768001,,,,,,,,
3851,cloneB,2,303,269.6586304,12.93902969,0.002906088,,,,,,,,
3852,cloneB,2,320,40.67430878,40.67430878,0.005879489,,,,,,,,
3853,cloneB,2,329,76.74338531,42.15922546,0.002839521,,,,,,,,
3854,cloneB,2,331,21.47050667,12.27661896,0.003113641,,,,,,,,
3855,cloneB,2,342,203.8023987,52.86860657,0.004538213,,,,,,,,
3856,cloneB,2,352,7.059374809,7.059374809,0.002557745,,,,,,,,
3857,cloneB,2,366,32.33983994,2.739541769,0.004641149,,,,,,,,
3858,cloneB,2,372,90.30249786,42.69481277,0.010086209,,,,,,,,
3859,cloneB,2,376,14.45225716,14.45225716,0.001164941,,,,,,,,
3860,cloneB,2,383,52.30117416,29.33696938,0.00413936,,,,,,,,
3861,cloneB,2,397,5.150107861,5.150107861,0.003686548,,,,,,,,
3862,cloneB,2,409,1.047917724,1.047917724,0.00075012,,,,,,,,
3863,cloneB,2,417,46.48666763,45.50310516,0.008440127,,,,,,,,
3864,cloneB,2,418,28.66429901,12.19397926,0.003962005,,,,,,,,
3865,cloneB,2,419,186.4573517,25.69069862,0.004899898,,,,,,,,
3866,cloneB,2,434,10.73838902,0.961207926,0.002616463,,,,,,,,
3867,cloneB,2,436,5.340673923,5.340673923,0.003918323,,,,,,,,
3868,cloneB,2,442,25.82275963,17.91394043,0.002334834,,,,,,,,
3869,cloneB,2,445,27.25728607,5.275145531,0.00310119,,,,,,,,
3870,cloneB,2,446,21.92156982,21.92156982,0.016083324,,,,,,,,
3871,cloneB,2,452,418.5062561,16.49219894,0.003496866,,,,,,,,
3872,cloneB,2,453,92.8693161,55.9783287,0.005464541,,,,,,,,
3873,cloneB,2,456,76.57898712,42.63608932,0.010955823,,,,,,,,
3874,cloneB,2,457,224.7480164,69.52841187,0.011524116,,,,,,,,
3875,cloneB,2,476,16.54020309,16.54020309,0.001993276,,,,,,,,
3876,cloneB,2,478,71.10610199,28.78108597,0.002354883,,,,,,,,
3877,cloneB,2,479,290.5192566,61.41917419,0.004003051,,,,,,,,
3878,cloneB,2,497,215.8655243,55.23945999,0.003488085,,,,,,,,
3879,cloneB,2,506,73.07404327,11.53629303,0.002602971,,,,,,,,
3880,cloneB,2,515,60.72210312,51.04664612,0.002310933,,,,,,,,
3881,cloneB,2,531,43.77507401,41.03765488,0.006713704,,,,,,,,
3882,cloneB,2,533,24.38060951,24.38060951,0.008823963,,,,,,,,
3883,cloneB,2,536,11.46483326,11.46483326,0.008301835,,,,,,,,
3884,cloneB,2,547,3.806300402,3.806300402,0.000915636,,,,,,,,
3885,cloneB,2,550,50.79405212,16.45265579,0.003866794,,,,,,,,
3886,cloneB,2,554,126.7100906,93.58356476,0.004231431,,,,,,,,
3887,cloneB,2,566,519.9186401,82.9039917,0.004178576,,,,,,,,
3888,cloneB,2,568,3.832660913,3.832660913,0.002781322,,,,,,,,
3889,cloneB,2,575,99.79191589,3.971532583,0.00134491,,,,,,,,
3890,cloneB,2,580,254.0670929,44.53961945,0.007980677,,,,,,,,
3891,cloneB,2,583,108.6822128,44.97364807,0.005869187,,,,,,,,
3892,cloneB,2,586,22.45734596,22.45734596,0.016297059,,,,,,,,
3893,cloneB,2,593,23.39733505,23.39733505,0.016748272,,,,,,,,
3894,cloneB,2,605,33.40324402,31.55473518,0.004866636,,,,,,,,
3895,cloneB,2,608,22.99377251,10.52489853,0.008405759,,,,,,,,
3896,cloneB,2,622,49.58681107,26.68887329,0.006052093,,,,,,,,
3897,cloneB,2,623,26.48296738,13.73815536,0.003198711,,,,,,,,
3898,cloneB,2,624,17.2139492,5.410189152,0.001354872,,,,,,,,
3899,cloneB,2,625,7.694042683,7.694042683,0.005649077,,,,,,,,
3900,cloneB,2,633,151.9775543,7.475228786,0.002709387,,,,,,,,
3901,cloneB,2,646,17.48402977,17.21570778,0.002030159,,,,,,,,
3902,cloneB,2,660,5.836428165,0.450270951,0.002116015,,,,,,,,
3903,cloneB,2,667,113.0995941,11.32977104,0.005132977,,,,,,,,
3904,cloneB,2,669,41.64723206,40.31947327,0.015227719,,,,,,,,
3905,cloneB,2,673,5.005400181,5.005400181,0.003582964,,,,,,,,
3906,cloneB,2,674,11.69867516,11.69867516,0.008374142,,,,,,,,
3907,cloneB,2,675,69.47573853,57.79819489,0.003682155,,,,,,,,
3908,cloneB,2,678,48.53534317,27.65412331,0.003792998,,,,,,,,
3909,cloneB,2,682,38.18568802,29.52489281,0.002278305,,,,,,,,
3910,cloneB,2,683,99.96884155,90.74927521,0.010351,,,,,,,,
3911,cloneB,2,699,10.64246368,10.62874031,0.003869818,,,,,,,,
3912,cloneB,2,703,11.56617928,11.55858994,0.002290932,,,,,,,,
3913,cloneB,2,704,111.5887299,42.90035629,0.009935749,,,,,,,,
3914,cloneB,2,708,39.28313828,29.25807762,0.002236434,,,,,,,,
3915,cloneB,2,720,25.78046417,25.22228432,0.001387211,,,,,,,,
3916,cloneB,2,742,274.105011,14.3219738,0.001262125,,,,,,,,
3917,cloneB,2,743,38.06858063,33.31664276,0.006743512,,,,,,,,
3918,cloneB,2,744,30.37060165,19.02465248,0.004402693,,,,,,,,
3919,cloneB,2,745,12.38815594,12.10485554,0.001572515,,,,,,,,
3920,cloneB,2,746,70.08805084,62.77608109,0.007785232,,,,,,,,
3921,cloneB,2,747,36.62634277,2.42788434,0.001681013,,,,,,,,
3922,cloneB,2,763,282.3447571,27.31436348,0.003721367,,,,,,,,
3923,cloneB,2,764,21.00347137,17.78187943,0.001750255,,,,,,,,
3924,cloneB,2,767,0.957360089,0.957360089,0.000138748,,,,,,,,
3925,cloneB,2,788,62.13007355,13.14910507,0.005196961,,,,,,,,
3926,cloneB,2,812,34.40779114,34.40779114,0.025244161,,,,,,,,
3927,cloneB,2,820,3.016431808,3.016431808,0.002213083,,,,,,,,
3928,cloneB,2,830,12.89901543,12.89901543,0.004644946,,,,,,,,
